Unit Postcode,All usual residents,Males,Females,Households
BT668NL,99,46,53,33
BT668NN,19,8,11,7
BT668NP,31,17,14,22
BT668NQ,34,15,19,12
BT668NR,57,20,37,19
BT668NS,64,36,28,50
BT668NT,43,19,24,18
BT668NU,16,8,8,13
BT668NW,139,62,77,50
BT668NX,1,0,1,0
BT668NY,*,*,*,*
BT668NZ,48,25,23,17
BT668PB,53,25,28,21
BT668PD,76,40,36,31
BT668PE,10,4,6,4
BT668PF,92,47,45,40
BT668PG,82,38,44,37
BT668PH,45,29,16,30
BT668PJ,48,16,32,25
BT668PL,28,13,15,12
BT668PN,78,36,42,36
BT668PP,66,34,32,24
BT668PQ,64,38,26,25
BT668PR,*,*,*,*
BT668PS,64,41,23,40
BT668PT,48,30,18,21
BT668PU,130,67,63,53
BT668PW,81,47,34,40
BT668PX,35,21,14,18
BT668PY,48,22,26,19
BT668PZ,113,61,52,41
BT668QA,11,3,8,4
BT668QB,30,14,16,20
BT668QD,6,2,4,6
BT668QE,44,19,25,32
BT668QG,8,4,4,4
BT668QH,96,43,53,34
BT668QL,18,10,8,8
BT668QN,*,*,*,*
BT668QP,97,48,49,36
BT668QS,30,13,17,8
BT668QT,42,21,21,15
BT668QU,76,41,35,32
BT668QW,16,6,10,6
BT668QX,*,*,*,*
BT668QY,*,*,*,*
BT668RF,232,113,119,71
BT668RG,*,*,*,*
BT668RH,27,15,12,7
BT668RL,*,*,*,*
BT668RN,62,34,28,21
BT668RP,34,15,19,15
BT668RQ,17,8,9,5
BT668RR,126,57,69,51
BT668RS,*,*,*,*
BT668RT,*,*,*,*
BT668RU,9,5,4,4
BT668RX,14,8,6,6
BT668RY,*,*,*,*
BT668RZ,41,16,25,14
BT668SB,62,29,33,21
BT668SD,117,55,62,42
BT668SE,58,32,26,30
BT668SF,12,6,6,5
BT668SG,15,9,6,6
BT668SH,*,*,*,*
BT668SJ,23,13,10,9
BT668SL,43,23,20,18
BT668SN,35,13,22,16
BT668SP,59,37,22,24
BT668SQ,50,28,22,16
BT668SR,45,26,19,22
BT668SS,60,30,30,21
BT668ST,39,19,20,18
BT668SU,19,8,11,7
BT668SW,23,15,8,8
BT668SX,*,*,*,*
BT668SY,16,6,10,10
BT668SZ,*,*,*,*
BT668TA,31,14,17,12
BT668TB,12,6,6,6
BT668TD,*,*,*,*
BT668TE,11,6,5,4
BT668TF,55,28,27,21
BT668TG,45,23,22,20
BT668TJ,9,5,4,4
BT668TL,*,*,*,*
BT668TN,6,3,3,4
BT668TR,118,46,72,44
BT668TS,42,20,22,13
BT670AA,23,9,14,10
BT670AB,17,10,7,5
BT670AD,9,6,3,7
BT670AE,58,32,26,18
BT670AF,56,26,30,12
BT670AG,34,15,19,11
BT670AH,27,12,15,8
BT670AJ,26,15,11,7
BT670AN,41,21,20,16
BT670AP,88,44,44,35
BT670AQ,39,20,19,14
BT670AR,57,30,27,22
BT670AS,28,10,18,11
BT670AT,36,19,17,14
BT670AU,182,82,100,76
BT670AW,*,*,*,*
BT670AX,56,25,31,15
BT670AY,76,38,38,22
BT670AZ,34,20,14,9
BT670BA,45,23,22,12
BT670BD,38,21,17,12
BT670BE,59,26,33,16
BT670BF,66,32,34,17
BT670BG,35,18,17,12
BT670BH,25,13,12,8
BT670BJ,24,13,11,14
BT670BL,37,17,20,11
BT670BN,84,41,43,27
BT670BP,40,23,17,17
BT670BQ,71,33,38,22
BT670BR,21,10,11,9
BT670BS,13,7,6,6
BT670BT,54,26,28,13
BT670BU,59,34,25,17
BT670BW,99,49,50,33
BT670BX,63,29,34,22
BT670DD,56,28,28,7
BT670DE,51,22,29,15
BT670DF,79,40,39,28
BT670DG,52,26,26,16
BT670DH,23,12,11,9
BT670DJ,63,31,32,19
BT670DL,65,32,33,20
BT670DN,62,33,29,18
BT670DP,83,38,45,21
BT670DQ,17,10,7,8
BT670DR,15,7,8,6
BT670DS,74,42,32,33
BT670DT,18,8,10,6
BT670DU,10,4,6,9
BT670DW,79,38,41,23
BT670DX,13,4,9,4
BT670DY,51,25,26,17
BT670DZ,48,26,22,17
BT670EA,23,11,12,10
BT670EB,25,13,12,12
BT670ED,100,52,48,33
BT670EE,45,27,18,11
BT670EF,15,10,5,4
BT670EG,23,14,9,8
BT670EJ,106,59,47,29
BT670EL,42,21,21,16
BT670EN,43,22,21,19
BT670EP,*,*,*,*
BT670EQ,38,21,17,12
BT670ER,51,22,29,17
BT670ES,60,31,29,19
BT670ET,71,37,34,25
BT670EU,45,24,21,23
BT670EW,61,29,32,22
BT670EX,14,7,7,4
BT670EY,119,64,55,40
BT670EZ,21,9,12,9
BT670FA,182,90,92,59
BT670FB,39,20,19,14
BT670FD,70,34,36,20
BT670FE,23,10,13,8
BT670FG,99,47,52,31
BT670FH,44,22,22,12
BT670FJ,24,13,11,9
BT670FN,*,*,*,*
BT670FQ,30,14,16,7
BT670FR,*,*,*,*
BT670FT,5,4,1,4
BT670FW,*,*,*,*
BT670FX,14,6,8,6
BT670FY,59,28,31,26
BT670GA,147,75,72,41
BT670GB,113,58,55,35
BT670GD,56,29,27,19
BT670GE,24,13,11,6
BT670GF,22,7,15,6
BT670GG,50,27,23,17
BT670GH,62,28,34,18
BT670GJ,27,10,17,13
BT670GL,142,73,69,46
BT670GN,13,6,7,7
BT670GQ,182,90,92,57
BT670GS,29,13,16,9
BT670GT,143,70,73,42
BT670GW,34,21,13,17
BT670GX,*,*,*,*
BT670GY,22,10,12,8
BT670GZ,52,27,25,20
BT670HA,44,22,22,13
BT670HB,33,15,18,9
BT670HD,27,15,12,8
BT670HE,23,12,11,12
BT670HF,25,14,11,10
BT670HG,78,41,37,27
BT670HH,15,8,7,6
BT670HJ,*,*,*,*
BT670HL,*,*,*,*
BT670HN,49,27,22,17
BT670HP,48,23,25,19
BT670HQ,38,24,14,14
BT670HR,11,4,7,4
BT670HS,*,*,*,*
BT670HT,19,10,9,8
BT670HU,41,21,20,13
BT670HW,156,83,73,50
BT670HX,*,*,*,*
BT670HY,16,10,6,4
BT670HZ,28,17,11,12
BT670JA,23,12,11,7
BT670JB,18,9,9,7
BT670JD,25,13,12,8
BT670JE,19,12,7,8
BT670JF,28,13,15,7
BT670JG,17,9,8,6
BT670JH,27,16,11,11
BT670JJ,64,30,34,24
BT670JL,11,5,6,5
BT670JN,22,12,10,9
BT670JP,34,13,21,12
BT670JQ,36,16,20,10
BT670JR,61,31,30,19
BT670JS,*,*,*,*
BT670JT,33,13,20,18
BT670JU,29,14,15,19
BT670JW,20,11,9,8
BT670JX,93,41,52,34
BT670JY,143,74,69,69
BT670JZ,65,28,37,25
BT670LA,18,8,10,8
BT670LB,45,26,19,18
BT670LD,45,18,27,16
BT670LE,22,15,7,10
BT670LF,26,15,11,8
BT670LG,17,6,11,8
BT670LH,14,7,7,4
BT670LJ,72,36,36,25
BT670LL,58,28,30,25
BT670LN,146,72,74,65
BT670LP,20,8,12,10
BT670LQ,24,12,12,8
BT670LR,7,2,5,4
BT670LS,32,16,16,11
BT670LT,8,3,5,5
BT670LU,80,40,40,34
BT670LW,25,11,14,7
BT670LX,43,20,23,17
BT670LY,243,122,121,82
BT670LZ,80,44,36,26
BT670NA,109,53,56,35
BT670NB,13,6,7,4
BT670ND,22,8,14,10
BT670NE,29,14,15,12
BT670NF,81,37,44,29
BT670NG,56,29,27,22
BT670NH,125,61,64,43
BT670NJ,22,15,7,9
BT670NL,78,36,42,34
BT670NN,49,28,21,19
BT670NP,63,25,38,34
BT670NQ,87,41,46,32
BT670NR,*,*,*,*
BT670NS,39,10,29,31
BT670NT,50,24,26,22
BT670NU,52,25,27,20
BT670NW,54,32,22,19
BT670NX,107,50,57,47
BT670NY,52,19,33,20
BT670NZ,43,19,24,13
BT670PA,10,6,4,2
BT670PB,16,9,7,8
BT670PD,79,44,35,25
BT670PE,33,21,12,9
BT670PF,21,12,9,7
BT670PG,25,9,16,7
BT670PH,35,20,15,12
BT670PJ,18,9,9,5
BT670PL,20,11,9,7
BT670PN,39,22,17,12
BT670PP,32,13,19,11
BT670PQ,70,35,35,25
BT670PR,50,26,24,15
BT670PS,43,21,22,19
BT670PT,*,*,*,*
BT670PU,16,9,7,5
BT670PW,21,13,8,8
BT670PY,166,77,89,50
BT670PZ,52,29,23,21
BT670QA,30,12,18,14
BT670QB,29,13,16,14
BT670QD,41,19,22,16
BT670QE,35,20,15,17
BT670QF,34,18,16,12
BT670QG,99,52,47,31
BT670QH,131,67,64,40
BT670QJ,50,28,22,17
BT670QL,28,16,12,10
BT670QN,129,70,59,38
BT670QP,23,13,10,9
BT670QQ,81,39,42,33
BT670QS,30,19,11,8
BT670QT,116,57,59,34
BT670QU,62,30,32,20
BT670QW,51,27,24,17
BT670QX,51,28,23,16
BT670QZ,43,20,23,19
BT670RA,20,7,13,14
BT670RB,109,55,54,45
BT670RD,105,45,60,40
BT670RE,159,66,93,48
BT670RF,17,7,10,6
BT670RG,20,7,13,9
BT670RH,38,23,15,15
BT670RJ,29,14,15,8
BT670RL,29,16,13,11
BT670RN,20,11,9,6
BT670RP,*,*,*,*
BT670RQ,*,*,*,*
BT670RR,35,17,18,12
BT670RS,182,86,96,54
BT670RT,121,46,75,63
BT670RU,60,33,27,18
BT670RW,25,15,10,9
BT670RX,83,34,49,41
BT670RY,18,7,11,6
BT670RZ,70,37,33,23
BT670SA,23,15,8,8
BT670SB,43,24,19,17
BT670SD,30,16,14,9
BT670SE,25,14,11,14
BT670SF,60,27,33,24
BT670SG,99,48,51,44
BT670SH,52,20,32,23
BT670SJ,39,19,20,16
BT670SL,46,27,19,17
BT670SN,*,*,*,*
BT670SP,58,28,30,21
BT670SQ,84,40,44,25
BT670SR,49,24,25,28
BT670SS,120,60,60,51
BT670ST,30,15,15,10
BT670SU,57,30,27,22
BT670SX,124,64,60,39
BT670SY,80,39,41,30
BT670SZ,46,26,20,14
BT670TA,21,9,12,7
BT670TB,22,12,10,6
BT670TD,*,*,*,*
BT670TE,28,11,17,10
BT670TF,98,48,50,38
BT670TG,11,5,6,3
BT670TH,48,26,22,11
BT670TJ,15,5,10,10
BT670TL,26,11,15,14
BT670TN,23,11,12,17
BT670TQ,15,9,6,7
BT670TR,18,8,10,12
BT670TS,33,16,17,8
BT670TT,13,8,5,4
BT670TU,236,116,120,81
BT670TW,10,7,3,7
BT670UA,36,20,16,10
BT670UB,142,69,73,47
BT670UD,17,9,8,6
BT670UE,32,15,17,9
BT670UF,13,8,5,10
BT670UG,133,67,66,51
BT670UL,65,34,31,29
BT670UN,40,21,19,13
BT670UQ,102,55,47,35
BT670US,8,4,4,4
BT670UT,48,23,25,16
BT670UU,15,7,8,6
BT670UW,*,*,*,*
BT670UX,*,*,*,*
BT670WA,8,5,3,6
BT670WJ,46,20,26,16
BT670WL,15,7,8,7
BT670WP,10,5,5,7
BT670XA,21,8,13,7
BT679AA,61,33,28,34
BT679AD,44,22,22,23
BT679AE,113,53,60,51
BT679AG,24,13,11,12
BT679AH,37,20,17,18
BT679AJ,21,11,10,14
BT679AL,54,32,22,32
BT679AN,30,12,18,15
BT679AP,36,17,19,20
BT679AQ,5,2,3,4
BT679AR,23,10,13,12
BT679AS,91,46,45,59
BT679AT,47,28,19,25
BT679AU,59,26,33,35
BT679AY,36,17,19,13
BT679AZ,121,64,57,43
BT679BA,13,7,6,4
BT679BB,62,29,33,15
BT679BD,24,17,7,8
BT679BG,30,15,15,18
BT679BH,45,24,21,10
BT679BJ,44,23,21,15
BT679BN,*,*,*,*
BT679BP,53,29,24,15
BT679BS,73,40,33,48
BT679BT,57,28,29,16
BT679BU,304,154,150,98
BT679BW,94,40,54,39
BT679BX,34,17,17,11
BT679BY,42,19,23,17
BT679BZ,33,15,18,15
BT679DA,91,48,43,49
BT679DB,30,16,14,21
BT679DD,75,37,38,36
BT679DE,7,4,3,6
BT679DF,52,25,27,27
BT679DG,52,35,17,29
BT679DH,40,17,23,19
BT679DJ,85,47,38,25
BT679DL,22,14,8,16
BT679DN,13,10,3,4
BT679DQ,52,37,15,31
BT679DR,47,24,23,38
BT679DT,53,28,25,23
BT679DW,138,70,68,40
BT679DX,99,48,51,47
BT679DY,103,49,54,44
BT679DZ,184,91,93,59
BT679EA,54,25,29,19
BT679EB,78,41,37,31
BT679ED,27,12,15,10
BT679EE,119,61,58,43
BT679EF,48,23,25,20
BT679EG,48,23,25,14
BT679EH,73,36,37,29
BT679EJ,28,15,13,11
BT679EL,115,48,67,47
BT679EN,126,64,62,60
BT679EP,105,55,50,38
BT679EQ,68,34,34,27
BT679ER,198,103,95,64
BT679ES,47,25,22,15
BT679ET,66,33,33,26
BT679EU,114,57,57,42
BT679EW,46,27,19,22
BT679EX,60,30,30,27
BT679EY,23,12,11,19
BT679EZ,118,56,62,37
BT679FB,170,86,84,44
BT679FD,73,46,27,20
BT679GE,150,71,79,67
BT679GN,54,28,26,14
BT679GY,15,8,7,5
BT679HA,55,31,24,18
BT679HB,31,16,15,14
BT679HD,54,24,30,23
BT679HE,57,32,25,20
BT679HF,245,115,130,72
BT679HH,85,37,48,29
BT679HJ,47,20,27,20
BT679HL,23,11,12,8
BT679HN,173,84,89,53
BT679HP,146,67,79,46
BT679HR,23,11,12,19
BT679HS,130,67,63,40
BT679HT,27,10,17,8
BT679HU,147,70,77,47
BT679HW,144,69,75,41
BT679HX,64,26,38,22
BT679HZ,52,28,24,14
BT679JA,23,10,13,10
BT679JD,61,37,24,17
BT679JE,60,32,28,23
BT679JF,29,14,15,10
BT679JG,26,14,12,7
BT679JL,34,17,17,9
BT679JN,80,39,41,29
BT679JP,28,14,14,10
BT679JQ,168,79,89,49
BT679JR,51,29,22,20
BT679JS,29,14,15,7
BT679JT,156,79,77,47
BT679JU,38,19,19,12
BT679JX,25,14,11,6
BT679JY,11,5,6,4
BT679JZ,*,*,*,*
BT679LA,37,17,20,14
BT679LB,14,4,10,4
BT679LD,27,17,10,7
BT679LE,56,32,24,24
BT679LF,59,37,22,23
BT679LG,9,6,3,4
BT679LH,31,11,20,12
BT679LJ,37,19,18,12
BT679LL,*,*,*,*
BT679LN,20,9,11,5
BT679LP,15,9,6,6
BT679LQ,39,22,17,14
BT679LR,60,32,28,20
BT679LS,49,24,25,19
BT679LT,100,52,48,31
BT679LU,33,17,16,14
BT679LW,73,31,42,15
BT679LX,22,9,13,11
BT679LY,45,35,10,40
BT679LZ,66,32,34,20
BT679NA,100,47,53,36
BT679NB,71,34,37,22
BT679ND,38,18,20,12
BT679NE,19,10,9,3
BT679NG,20,8,12,10
BT679NH,19,10,9,7
BT679NJ,124,68,56,43
BT679NL,44,18,26,13
BT679NN,148,70,78,47
BT679NQ,174,91,83,46
BT679NW,295,152,143,83
BT679NX,107,53,54,38
BT679NY,191,83,108,71
BT679NZ,157,84,73,48
BT679RN,*,*,*,*
BT684TN,11,4,7,5
BT684TP,6,0,6,4
BT684TR,11,4,7,5
BT684TS,29,16,13,15
BT684TT,13,3,10,7
BT684TU,12,5,7,4
BT684TY,24,13,11,10
BT684TZ,58,30,28,28
BT684UA,*,*,*,*
BT684UB,52,31,21,22
BT684UD,*,*,*,*
BT684UE,41,18,23,12
BT684UF,10,8,2,2
BT684UH,14,8,6,4
BT684UJ,19,8,11,9
BT684UL,14,7,7,5
BT684UP,29,13,16,10
BT684UQ,34,17,17,13
BT684UR,16,6,10,5
BT684US,7,1,6,5
BT684UT,33,14,19,14
BT684UX,59,35,24,25
BT684UY,14,6,8,5
BT684UZ,*,*,*,*
BT684XA,10,6,4,4
BT684XB,12,4,8,4
BT684XD,12,7,5,6
BT684XE,*,*,*,*
BT684XF,*,*,*,*
BT684XG,*,*,*,*
BT684XH,48,23,25,18
BT684XJ,12,8,4,5
BT684XL,18,9,9,7
BT684XN,10,7,3,4
BT684XP,*,*,*,*
BT684XQ,16,7,9,6
BT684XR,*,*,*,*
BT684XS,17,7,10,7
BT684XT,25,12,13,8
BT684XU,19,8,11,6
BT684XW,31,12,19,11
BT684XX,45,24,21,17
BT684XY,14,6,8,7
BT684XZ,16,6,10,3
BT684YA,22,14,8,7
BT684YB,28,18,10,8
BT684YD,*,*,*,*
BT684YE,14,8,6,6
BT696AA,34,22,12,17
BT696AD,100,48,52,30
BT696AE,41,19,22,18
BT696AF,34,15,19,16
BT696AG,46,21,25,16
BT696AH,19,10,9,8
BT696AJ,*,*,*,*
BT696AL,15,9,6,5
BT696AN,*,*,*,*
BT696AP,*,*,*,*
BT696AQ,21,11,10,10
BT696AR,48,25,23,30
BT696AT,12,6,6,4
BT696AU,56,20,36,17
BT696AW,105,44,61,43
BT696AX,51,22,29,11
BT696AY,72,35,37,27
BT696AZ,14,8,6,5
BT696BA,17,9,8,6
BT696BD,11,5,6,2
BT696BE,*,*,*,*
BT696BG,72,44,28,24
BT696BH,43,19,24,20
BT696BJ,38,18,20,10
BT696BL,20,9,11,7
BT696BN,18,7,11,5
BT696BP,52,24,28,14
BT696BQ,26,14,12,11
BT696BR,54,27,27,17
BT696BS,17,10,7,6
BT696BU,45,18,27,15
BT696BX,15,5,10,5
BT696BY,26,16,10,8
BT696BZ,22,12,10,8
BT696DA,*,*,*,*
BT696DB,21,13,8,6
BT696DD,12,7,5,3
BT696DE,47,25,22,17
BT696DF,*,*,*,*
BT696DH,33,17,16,8
BT696DJ,61,34,27,22
BT696DL,16,10,6,4
BT696DN,10,4,6,3
BT696DP,21,13,8,6
BT696DQ,*,*,*,*
BT696DU,42,22,20,17
BT696DY,14,7,7,4
BT696DZ,28,13,15,9
BT696EA,15,8,7,6
BT696EB,*,*,*,*
BT696ED,69,32,37,20
BT696EE,10,5,5,3
BT696EF,32,18,14,13
BT696EP,25,17,8,6
BT696ER,15,10,5,3
BT696ES,37,17,20,13
BT696ET,*,*,*,*
BT696EU,32,18,14,10
BT696EW,66,35,31,23
BT696EX,40,21,19,13
BT696EY,23,12,11,7
BT696EZ,47,23,24,12
BT696HA,19,10,9,6
BT696HB,35,17,18,14
BT696HD,49,27,22,14
BT696HE,39,23,16,11
BT696HG,25,15,10,8
BT696HH,*,*,*,*
BT696HJ,36,17,19,11
BT696HL,10,5,5,4
BT696HN,13,6,7,4
BT696HP,28,16,12,9
BT696HQ,*,*,*,*
BT696HS,*,*,*,*
BT696HT,39,22,17,15
BT696HU,*,*,*,*
BT696HX,49,29,20,20
BT696HY,*,*,*,*
BT696HZ,51,29,22,20
BT696JA,*,*,*,*
BT696JB,19,10,9,6
BT696JD,43,22,21,13
BT696JE,14,6,8,6
BT696JF,26,17,9,11
BT696LD,11,6,5,4
BT696LH,15,7,8,5
BT701AB,11,8,3,5
BT701AE,*,*,*,*
BT701AG,26,13,13,8
BT701AH,54,25,29,21
BT701AJ,56,27,29,25
BT701AN,45,23,22,11
BT701AP,13,6,7,4
BT701AQ,11,5,6,3
BT701AR,*,*,*,*
BT701AW,*,*,*,*
BT701BD,14,10,4,5
BT701BF,18,11,7,13
BT701BJ,19,12,7,6
BT701BT,*,*,*,*
BT701BW,*,*,*,*
BT701BZ,*,*,*,*
BT701DB,22,12,10,10
BT701DL,89,42,47,39
BT701DQ,*,*,*,*
BT701DR,41,21,20,14
BT701DS,54,31,23,16
BT701DU,9,1,8,6
BT701DX,11,5,6,6
BT701EA,74,28,46,29
BT701EB,152,82,70,56
BT701ED,25,12,13,11
BT701EE,29,18,11,7
BT701EF,*,*,*,*
BT701EG,27,12,15,13
BT701EH,14,5,9,10
BT701EJ,98,44,54,42
BT701EL,*,*,*,*
BT701EP,56,27,29,14
BT701EQ,34,18,16,16
BT701ER,15,6,9,5
BT701ES,*,*,*,*
BT701ET,10,5,5,3
BT701EZ,*,*,*,*
BT701FB,186,80,106,60
BT701HB,157,78,79,62
BT701HD,14,7,7,6
BT701HE,45,19,26,26
BT701HF,49,21,28,28
BT701HG,127,59,68,37
BT701HH,11,8,3,4
BT701HN,44,25,19,20
BT701HW,11,5,6,6
BT701HX,33,17,16,9
BT701JD,7,2,5,6
BT701JL,94,52,42,31
BT701JP,36,22,14,27
BT701JR,56,26,30,17
BT701LA,88,47,41,27
BT701LB,126,59,67,40
BT701LD,45,25,20,12
BT701LE,57,26,31,15
BT701LF,17,10,7,9
BT701LG,24,12,12,8
BT701LH,43,20,23,15
BT701LJ,15,7,8,2
BT701LL,36,19,17,12
BT701LN,31,16,15,9
BT701LP,18,11,7,7
BT701LQ,51,27,24,16
BT701LR,15,6,9,5
BT701LS,24,14,10,6
BT701LT,56,26,30,17
BT701LW,43,21,22,15
BT701LX,41,19,22,13
BT701LY,112,59,53,29
BT701LZ,60,30,30,15
BT701NA,26,13,13,8
BT701NB,59,30,29,19
BT701NE,84,40,44,17
BT701NG,27,13,14,7
BT701NH,42,13,29,0
BT701NJ,90,44,46,34
BT701NL,33,15,18,15
BT701NN,102,52,50,32
BT701NP,23,12,11,10
BT701NQ,*,*,*,*
BT701NR,31,18,13,14
BT701NS,76,46,30,36
BT701NT,36,21,15,12
BT701NU,55,33,22,16
BT701NW,40,18,22,12
BT701NX,41,22,19,10
BT701NY,18,7,11,8
BT701NZ,12,5,7,4
BT701PA,49,24,25,17
BT701PB,10,4,6,3
BT701PD,68,38,30,23
BT701PE,40,24,16,15
BT701PF,14,8,6,6
BT701PG,26,13,13,6
BT701PH,6,4,2,4
BT701PJ,23,17,6,5
BT701PL,30,16,14,9
BT701PN,25,12,13,7
BT701PP,21,8,13,8
BT701PQ,23,15,8,8
BT701PR,23,11,12,5
BT701PS,18,7,11,6
BT701PT,57,30,27,16
BT701PU,15,8,7,5
BT701PW,18,8,10,6
BT701PX,*,*,*,*
BT701PY,21,7,14,6
BT701PZ,*,*,*,*
BT701QA,10,7,3,2
BT701QB,22,9,13,7
BT701QD,14,8,6,5
BT701QE,20,11,9,7
BT701QF,73,43,30,25
BT701QG,31,16,15,10
BT701QH,63,27,36,26
BT701QJ,132,55,77,48
BT701QL,21,12,9,5
BT701QN,9,4,5,4
BT701QP,183,106,77,62
BT701QQ,18,9,9,5
BT701QS,12,7,5,6
BT701QT,28,14,14,10
BT701QU,69,33,36,36
BT701QW,25,10,15,9
BT701QX,34,17,17,13
BT701QY,23,11,12,10
BT701RB,32,18,14,8
BT701RD,39,22,17,15
BT701RE,62,33,29,25
BT701RF,36,18,18,18
BT701RG,36,16,20,15
BT701RH,9,3,6,4
BT701RJ,24,14,10,7
BT701RL,53,28,25,22
BT701RN,13,8,5,5
BT701RP,17,10,7,7
BT701RQ,33,16,17,12
BT701RR,36,18,18,14
BT701RS,39,18,21,9
BT701RT,26,12,14,8
BT701RU,43,21,22,12
BT701RW,40,23,17,11
BT701RX,28,11,17,12
BT701RY,*,*,*,*
BT701RZ,18,10,8,6
BT701SA,63,32,31,20
BT701SB,*,*,*,*
BT701SD,67,26,41,19
BT701SE,30,19,11,8
BT701SF,16,4,12,6
BT701SG,33,18,15,10
BT701SH,16,9,7,5
BT701SJ,18,6,12,6
BT701SL,29,11,18,9
BT701SN,30,15,15,10
BT701SP,17,7,10,6
BT701SQ,34,17,17,10
BT701SR,47,25,22,14
BT701SS,35,19,16,12
BT701ST,16,9,7,4
BT701SU,36,19,17,12
BT701SW,36,18,18,11
BT701SX,48,24,24,13
BT701SY,97,47,50,30
BT701SZ,13,6,7,6
BT701TA,46,26,20,16
BT701TB,*,*,*,*
BT701TE,*,*,*,*
BT701TF,35,18,17,11
BT701TG,30,20,10,7
BT701TH,32,19,13,11
BT701TJ,80,40,40,25
BT701TL,34,18,16,9
BT701TN,*,*,*,*
BT701TP,13,5,8,4
BT701TQ,38,18,20,18
BT701TR,10,4,6,4
BT701TS,32,17,15,9
BT701TT,217,120,97,67
BT701TW,79,43,36,24
BT701TZ,12,7,5,4
BT701UA,237,122,115,76
BT701UD,*,*,*,*
BT701UE,32,17,15,12
BT701UF,22,15,7,20
BT701UG,80,47,33,40
BT701UH,176,91,85,60
BT701UJ,162,83,79,58
BT701UL,89,39,50,37
BT701UN,7,3,4,4
BT701UQ,53,28,25,18
BT701UZ,94,46,48,36
BT701XE,46,18,28,13
BT701XF,27,16,11,8
BT701XG,52,21,31,16
BT701XQ,51,27,24,12
BT702AA,30,15,15,11
BT702AB,*,*,*,*
BT702AD,15,8,7,7
BT702AE,*,*,*,*
BT702AF,*,*,*,*
BT702AG,*,*,*,*
BT702AH,*,*,*,*
BT702AJ,*,*,*,*
BT702AL,*,*,*,*
BT702AN,20,11,9,6
BT702AP,26,15,11,7
BT702AQ,*,*,*,*
BT702AR,17,8,9,5
BT702AS,*,*,*,*
BT702AT,42,24,18,12
BT702AU,*,*,*,*
BT702AX,*,*,*,*
BT702AY,44,21,23,10
BT702AZ,57,24,33,17
BT702BA,31,16,15,11
BT702BB,*,*,*,*
BT702BH,23,9,14,7
BT702BL,22,10,12,5
BT702BP,23,9,14,8
BT702BQ,14,7,7,5
BT702BW,40,21,19,10
BT702BY,*,*,*,*
BT702BZ,85,44,41,24
BT702DD,106,59,47,27
BT702DE,*,*,*,*
BT702DF,*,*,*,*
BT702DG,*,*,*,*
BT702DH,12,7,5,3
BT702DJ,*,*,*,*
BT702DL,*,*,*,*
BT702DN,8,4,4,4
BT702DP,19,10,9,7
BT702DQ,51,24,27,13
BT702DU,7,3,4,4
BT702DX,16,12,4,8
BT702DY,26,12,14,7
BT702DZ,42,20,22,13
BT702EA,32,15,17,8
BT702EB,25,15,10,7
BT702ED,15,4,11,4
BT702EE,21,12,9,6
BT702EF,38,20,18,12
BT702EG,10,7,3,4
BT702EH,148,70,78,45
BT702EL,*,*,*,*
BT702EN,27,14,13,7
BT702EP,16,7,9,5
BT702EQ,24,12,12,10
BT702EW,28,17,11,9
BT702EX,22,10,12,7
BT702EY,32,12,20,10
BT702EZ,21,7,14,6
BT702HA,43,20,23,16
BT702HB,26,11,15,12
BT702HD,30,14,16,16
BT702HE,26,14,12,12
BT702HF,50,30,20,17
BT702HG,31,16,15,10
BT702HH,26,12,14,9
BT702HJ,44,23,21,13
BT702HL,57,30,27,19
BT702HN,38,17,21,14
BT702HP,39,20,19,11
BT702HQ,14,9,5,6
BT702HR,11,6,5,4
BT702HS,46,23,23,14
BT702HT,*,*,*,*
BT702HU,*,*,*,*
BT702HX,36,17,19,10
BT702HY,31,15,16,9
BT702HZ,36,19,17,13
BT702JA,*,*,*,*
BT702JB,21,12,9,7
BT702JD,25,15,10,10
BT702JE,33,19,14,11
BT702JF,60,32,28,17
BT702JG,25,14,11,6
BT702JH,36,15,21,12
BT702JJ,*,*,*,*
BT702JL,27,16,11,7
BT702JN,54,31,23,31
BT702JQ,30,19,11,12
BT702JU,28,14,14,10
BT702JW,58,27,31,14
BT702JX,53,26,27,22
BT702JY,30,17,13,9
BT702JZ,13,8,5,4
BT702LA,60,28,32,16
BT702LB,29,14,15,9
BT702LD,32,12,20,11
BT702LE,25,15,10,8
BT702LG,40,18,22,13
BT702LH,51,25,26,20
BT702LJ,65,25,40,15
BT702LL,*,*,*,*
BT702LN,8,3,5,8
BT702LP,25,12,13,9
BT702LQ,30,14,16,8
BT702LR,14,7,7,5
BT702LS,26,15,11,9
BT702LT,10,6,4,3
BT702LU,66,32,34,30
BT702LW,27,15,12,13
BT702LY,22,8,14,7
BT702LZ,33,17,16,11
BT702NA,48,29,19,15
BT702NB,13,5,8,3
BT702ND,27,14,13,9
BT702NE,21,10,11,12
BT702NF,21,12,9,6
BT702NG,23,13,10,7
BT702NH,19,10,9,8
BT702NJ,53,25,28,19
BT702NL,17,10,7,8
BT702NN,50,24,26,14
BT702NP,12,5,7,6
BT702NR,30,15,15,11
BT702NS,61,38,23,18
BT702NT,41,24,17,12
BT702NU,28,16,12,8
BT702NW,82,39,43,33
BT702NX,76,39,37,27
BT702NY,85,42,43,24
BT702NZ,40,22,18,13
BT702PA,34,17,17,9
