Unit Postcode,All usual residents,Males,Females,Households
BT635LS,29,15,14,8
BT635LT,30,16,14,11
BT635LU,9,4,5,4
BT635LW,26,15,11,16
BT635LX,63,30,33,20
BT635LY,15,9,6,7
BT635LZ,64,29,35,29
BT635NA,29,15,14,13
BT635NB,28,13,15,11
BT635ND,23,11,12,9
BT635NE,111,47,64,28
BT635NF,44,20,24,14
BT635NG,73,36,37,25
BT635NH,37,21,16,13
BT635NL,69,39,30,23
BT635NN,109,55,54,37
BT635NP,*,*,*,*
BT635NQ,45,19,26,18
BT635NR,40,17,23,13
BT635NS,14,6,8,4
BT635NT,93,49,44,31
BT635NU,36,21,15,13
BT635NW,64,29,35,24
BT635NY,60,27,33,27
BT635PA,25,14,11,11
BT635PB,9,5,4,5
BT635PD,57,25,32,18
BT635PE,21,12,9,8
BT635PF,26,12,14,11
BT635PG,*,*,*,*
BT635PL,27,14,13,7
BT635PP,20,10,10,8
BT635PQ,124,68,56,56
BT635PR,30,16,14,9
BT635PS,*,*,*,*
BT635PT,29,16,13,11
BT635PU,22,9,13,6
BT635PW,17,10,7,7
BT635PX,11,6,5,4
BT635QG,108,52,56,41
BT635QP,126,66,60,39
BT635QR,14,8,6,6
BT635QS,*,*,*,*
BT635QU,40,18,22,14
BT635QY,65,33,32,33
BT635QZ,59,32,27,23
BT635RA,119,59,60,51
BT635RB,87,35,52,11
BT635RE,16,11,5,6
BT635RF,29,15,14,11
BT635RG,10,4,6,4
BT635RJ,41,16,25,17
BT635RL,37,15,22,15
BT635RN,58,31,27,20
BT635RP,8,3,5,4
BT635RS,47,26,21,18
BT635RT,36,19,17,10
BT635RU,34,19,15,11
BT635RW,28,16,12,8
BT635RX,107,50,57,50
BT635SA,166,81,85,65
BT635SB,170,84,86,66
BT635SD,78,40,38,28
BT635SE,103,47,56,39
BT635SF,51,25,26,18
BT635SG,22,12,10,7
BT635SH,19,11,8,5
BT635SJ,35,17,18,17
BT635SL,90,43,47,29
BT635SN,57,27,30,17
BT635SP,25,12,13,9
BT635SQ,38,20,18,15
BT635SR,19,12,7,4
BT635SS,*,*,*,*
BT635ST,14,8,6,7
BT635SU,*,*,*,*
BT635SW,36,22,14,12
BT635SX,48,23,25,15
BT635SY,151,74,77,55
BT635SZ,217,108,109,69
BT635TA,8,4,4,4
BT635TB,164,84,80,71
BT635TD,109,54,55,44
BT635TE,104,50,54,35
BT635TJ,22,8,14,14
BT635TL,90,34,56,49
BT635TN,*,*,*,*
BT635TP,33,11,22,26
BT635TR,35,17,18,14
BT635TS,16,8,8,8
BT635TT,52,28,24,22
BT635TU,97,48,49,35
BT635TW,37,17,20,14
BT635TX,88,36,52,33
BT635TY,93,48,45,28
BT635TZ,53,25,28,16
BT635UB,48,21,27,18
BT635UD,9,5,4,5
BT635UG,28,15,13,8
BT635UH,112,56,56,34
BT635UJ,77,39,38,35
BT635UL,32,14,18,13
BT635UN,73,36,37,29
BT635UP,24,13,11,10
BT635UR,28,13,15,6
BT635UU,31,17,14,10
BT635UW,66,32,34,23
BT635UX,34,21,13,9
BT635WP,82,37,45,30
BT635WR,42,21,21,20
BT635WT,214,110,104,70
BT635WU,121,50,71,62
BT635WW,133,68,65,45
BT635XB,151,71,80,55
BT635XD,57,29,28,19
BT635XE,14,6,8,9
BT635XP,38,22,16,12
BT635XR,36,18,18,18
BT635XS,71,38,33,21
BT635XT,82,36,46,34
BT635XU,58,24,34,24
BT635XW,22,9,13,9
BT635XX,47,24,23,15
BT635XY,70,36,34,19
BT635YA,7,4,3,4
BT635YB,11,5,6,5
BT635YD,78,45,33,27
BT635YE,42,19,23,13
BT635YF,24,13,11,8
BT635YG,60,24,36,18
BT635YH,190,89,101,57
BT635YJ,119,59,60,34
BT635YL,165,83,82,59
BT635YN,250,122,128,73
BT635YQ,77,34,43,32
BT635YR,210,105,105,55
BT635YT,65,33,32,20
BT635YW,63,32,31,17
BT636AA,*,*,*,*
BT636AB,50,26,24,14
BT636AD,69,33,36,21
BT636AE,20,11,9,6
BT636AF,43,22,21,12
BT636AG,102,57,45,35
BT636AH,25,12,13,9
BT636AJ,12,5,7,4
BT636AL,69,37,32,28
BT636AN,*,*,*,*
BT636AP,31,15,16,9
BT636AQ,20,12,8,6
BT636AR,17,9,8,5
BT636AS,10,4,6,7
BT636AT,23,12,11,8
BT636AU,50,22,28,19
BT636AW,43,24,19,17
BT636AX,23,8,15,10
BT636AY,82,44,38,31
BT636AZ,15,7,8,6
BT636BA,15,5,10,3
BT636BB,*,*,*,*
BT636BD,8,2,6,4
BT636BE,50,25,25,16
BT636BF,30,13,17,14
BT636BG,34,13,21,9
BT636BH,*,*,*,*
BT636BJ,19,9,10,8
BT636BL,38,15,23,12
BT636BN,56,22,34,19
BT636BP,46,24,22,15
BT636BQ,*,*,*,*
BT636BR,30,18,12,9
BT636BS,17,10,7,5
BT636BT,*,*,*,*
BT636BU,37,17,20,10
BT636BW,12,6,6,5
BT636BX,34,17,17,11
BT636BY,7,3,4,4
BT636BZ,*,*,*,*
BT636DA,*,*,*,*
BT636DB,56,28,28,15
BT636DD,10,5,5,5
BT636DE,114,55,59,36
BT636DF,21,11,10,9
BT636DG,23,10,13,16
BT636DH,49,24,25,18
BT636DJ,45,24,21,18
BT636DL,45,25,20,18
BT636DN,35,15,20,15
BT636DP,36,17,19,17
BT636DQ,52,23,29,18
BT636DR,30,17,13,12
BT636DS,8,3,5,7
BT636DT,32,17,15,11
BT636DU,36,16,20,10
BT636DW,12,5,7,6
BT636DX,126,66,60,62
BT636DY,25,13,12,9
BT636DZ,20,7,13,6
BT636EA,31,16,15,11
BT636EB,14,8,6,6
BT636ED,*,*,*,*
BT636EE,11,6,5,5
BT636EF,9,4,5,4
BT636EG,42,21,21,12
BT636EH,62,32,30,36
BT636EL,63,34,29,24
BT636EN,54,27,27,20
BT636EP,75,34,41,27
BT636EQ,*,*,*,*
BT636ER,*,*,*,*
BT636ES,22,11,11,12
BT636ET,8,4,4,8
BT636EU,32,19,13,13
BT636EW,37,18,19,10
BT636EX,129,65,64,44
BT636EZ,18,12,6,6
BT636FA,107,52,55,32
BT636FB,157,77,80,65
BT636FD,113,57,56,41
BT636HA,*,*,*,*
BT636HB,27,15,12,13
BT636HG,*,*,*,*
BT636HH,29,15,14,14
BT636HJ,52,31,21,26
BT636HL,31,16,15,10
BT636HN,19,11,8,7
BT636HP,39,19,20,12
BT636HQ,22,13,9,13
BT636HS,13,6,7,4
BT636HT,*,*,*,*
BT636HW,16,8,8,8
BT636HX,43,26,17,20
BT636HY,68,37,31,36
BT636HZ,55,27,28,21
BT636JA,66,34,32,28
BT636JB,35,16,19,11
BT636JE,18,7,11,8
BT636JF,27,14,13,12
BT636JG,19,10,9,7
BT636JL,22,10,12,7
BT636JN,22,8,14,7
BT636JP,93,40,53,41
BT636JQ,18,10,8,14
BT636JR,188,93,95,64
BT636JS,93,52,41,50
BT636JT,41,26,15,20
BT636JW,58,33,25,31
BT636JX,25,10,15,13
BT636JY,45,20,25,13
BT636JZ,38,20,18,12
BT636LA,33,18,15,12
BT636LD,*,*,*,*
BT636LE,12,5,7,5
BT636LF,34,18,16,10
BT636LG,29,12,17,10
BT636LH,*,*,*,*
BT636LJ,23,13,10,8
BT636LL,14,5,9,4
BT636LN,37,17,20,11
BT636LP,21,11,10,12
BT636LQ,17,10,7,5
BT636LR,*,*,*,*
BT636LS,22,11,11,14
BT636LT,25,11,14,11
BT636LU,77,40,37,40
BT636LW,*,*,*,*
BT636LX,102,48,54,33
BT636LY,*,*,*,*
BT636NB,95,45,50,36
BT636ND,*,*,*,*
BT636NE,*,*,*,*
BT636NF,52,24,28,17
BT636NG,15,6,9,5
BT636NH,38,19,19,10
BT636NJ,25,13,12,7
BT636NL,43,22,21,17
BT636NN,11,7,4,5
BT636NP,*,*,*,*
BT636NQ,28,16,12,10
BT636NR,*,*,*,*
BT636NT,35,19,16,8
BT636NU,*,*,*,*
BT636NW,15,9,6,6
BT636NX,33,16,17,11
BT636NY,48,24,24,14
BT636NZ,42,21,21,11
BT636PA,17,8,9,5
BT636TA,212,107,105,76
BT636WR,16,9,7,6
BT641AE,143,72,71,45
BT641AF,89,47,42,33
BT641AN,94,43,51,35
BT641AR,47,22,25,20
BT641AU,25,11,14,9
BT641AW,204,100,104,65
BT641AX,31,13,18,12
BT641AY,19,9,10,7
BT641AZ,177,89,88,66
BT642AE,103,45,58,35
BT642AF,90,43,47,38
BT642AG,124,61,63,48
BT642AJ,206,109,97,71
BT642AP,209,107,102,76
BT642AQ,121,62,59,53
BT643AF,107,58,49,37
BT643AH,36,16,20,13
BT643AL,218,103,115,90
BT643AN,144,63,81,54
BT654AA,96,45,51,44
BT654AB,139,68,71,57
BT654AD,111,58,53,47
BT654AE,143,63,80,57
BT654AG,35,20,15,12
BT654AH,130,66,64,48
BT654AJ,62,25,37,29
BT654AL,19,7,12,8
BT654AN,91,47,44,32
BT654AP,64,27,37,33
BT654AR,144,66,78,63
BT654AT,115,61,54,58
BT654AW,26,21,5,20
BT654AX,46,18,28,23
BT654AY,137,67,70,61
BT654BB,81,47,34,28
BT654BD,20,11,9,6
BT654BE,171,88,83,70
BT654BG,62,34,28,24
BT654BH,18,5,13,9
BT655AA,203,97,106,72
BT655AB,136,68,68,43
BT655AD,149,66,83,48
BT655AE,197,91,106,71
BT655AF,137,73,64,49
BT655AG,129,56,73,46
BT655AH,140,65,75,52
BT655AQ,60,30,30,21
BT655AX,18,14,4,17
BT655AY,81,43,38,20
BT655AZ,135,74,61,43
BT655BB,94,49,45,35
BT655BE,13,8,5,2
BT655BH,114,54,60,33
BT655BJ,54,23,31,20
BT655BL,*,*,*,*
BT655BN,103,47,56,34
BT655BU,139,73,66,42
BT655BX,86,48,38,32
BT655BY,118,60,58,44
BT655BZ,145,70,75,58
BT655DA,176,98,78,68
BT655DB,74,37,37,24
BT655DE,21,10,11,8
BT655DF,18,10,8,7
BT655DG,*,*,*,*
BT655DH,10,6,4,8
BT655DY,12,6,6,4
BT655DZ,50,24,26,12
BT655EA,199,95,104,69
BT655EB,32,21,11,11
BT655ED,31,19,12,12
BT655EE,132,56,76,47
BT655EF,*,*,*,*
BT655EG,119,56,63,46
BT655EH,98,48,50,35
BT655EJ,95,50,45,29
BT655EL,*,*,*,*
BT655EN,30,19,11,20
BT655EP,*,*,*,*
BT655EQ,38,23,15,21
BT655ER,143,75,68,39
BT655ES,154,83,71,54
BT655ET,116,68,48,44
BT655EU,214,90,124,83
BT655GY,209,93,116,67
BT655GZ,146,71,75,50
BT655HA,85,40,45,30
BT655HE,19,12,7,13
BT655HH,122,60,62,41
BT655HL,44,17,27,17
BT655HN,36,16,20,14
BT655HP,*,*,*,*
BT655HQ,85,37,48,37
BT655HR,16,7,9,4
BT655HT,76,34,42,24
BT655HU,*,*,*,*
BT655HX,34,9,25,10
BT655HY,76,34,42,37
BT655HZ,152,79,73,56
BT655JA,88,40,48,29
BT655JB,207,107,100,60
BT655JD,160,77,83,49
BT655JE,92,44,48,37
BT655JF,139,61,78,51
BT655JG,112,54,58,47
BT655JH,96,52,44,31
BT655JJ,47,22,25,15
BT655JQ,41,21,20,25
BT666AJ,126,62,64,34
BT666AN,98,54,44,38
BT666AQ,7,5,2,4
BT666AR,*,*,*,*
BT666AT,7,4,3,6
BT666AX,13,6,7,9
BT666AY,8,6,2,7
BT666BD,7,5,2,5
BT666BE,97,43,54,40
BT666BG,53,21,32,20
BT666BH,20,13,7,11
BT666BJ,96,38,58,55
BT666BL,36,17,19,21
BT666BN,59,29,30,21
BT666BQ,62,28,34,49
BT666BS,46,17,29,23
BT666BT,54,25,29,35
BT666BX,79,38,41,22
BT666BY,88,42,46,27
BT666BZ,71,38,33,20
BT666DA,11,6,5,3
BT666DB,*,*,*,*
BT666DD,150,69,81,65
BT666DF,*,*,*,*
BT666DH,*,*,*,*
BT666DL,90,39,51,47
BT666DN,67,37,30,24
BT666DP,35,18,17,14
BT666DQ,22,13,9,11
BT666DR,42,23,19,15
BT666DS,*,*,*,*
BT666DT,16,8,8,8
BT666DU,82,43,39,28
BT666DW,62,29,33,19
BT666DX,34,14,20,16
BT666DY,14,7,7,6
BT666DZ,31,17,14,12
BT666EA,44,24,20,14
BT666EB,31,12,19,14
BT666ED,69,36,33,27
BT666EE,77,35,42,28
BT666EF,55,26,29,17
BT666EG,33,15,18,15
BT666EH,57,34,23,28
BT666EJ,29,12,17,10
BT666EL,45,24,21,14
BT666EN,42,19,23,16
BT666EP,46,27,19,24
BT666EQ,*,*,*,*
BT666ER,60,25,35,40
BT666ES,34,13,21,12
BT666EU,8,7,1,5
BT666EW,52,25,27,19
BT666EY,6,4,2,4
BT666FB,29,14,15,12
BT666FD,*,*,*,*
BT666GA,49,27,22,16
BT666GY,34,14,20,17
BT666GZ,42,23,19,10
BT666HD,*,*,*,*
BT666HF,13,7,6,4
BT666HG,15,9,6,7
BT666HH,19,10,9,7
BT666HJ,48,22,26,19
BT666HL,85,41,44,28
BT666HN,75,35,40,27
BT666HP,177,91,86,58
BT666HQ,32,15,17,13
BT666HR,23,10,13,6
BT666HS,*,*,*,*
BT666HT,131,72,59,33
BT666HU,6,2,4,4
BT666HW,67,30,37,22
BT666HX,10,4,6,4
BT666HY,53,27,26,15
BT666HZ,121,65,56,38
BT666JA,14,8,6,7
BT666JB,23,14,9,13
BT666JE,38,20,18,17
BT666JF,48,26,22,25
BT666JG,82,48,34,40
BT666JH,112,56,56,41
BT666JJ,115,57,58,46
BT666JL,62,34,28,23
BT666JN,46,21,25,13
BT666JP,48,22,26,15
BT666JQ,50,28,22,25
BT666JR,15,6,9,9
BT666JS,70,39,31,26
BT666JT,11,4,7,6
BT666JU,*,*,*,*
BT666JX,18,10,8,6
BT666JY,38,18,20,11
BT666JZ,49,19,30,17
BT666LA,85,43,42,20
BT666LB,222,112,110,71
BT666LD,129,72,57,43
BT666LE,*,*,*,*
BT666LF,126,65,61,37
BT666LG,70,38,32,26
BT666LH,39,16,23,13
BT666LJ,41,19,22,14
BT666LL,16,9,7,3
BT666LP,94,46,48,33
BT666LQ,41,23,18,12
BT666LR,134,68,66,44
BT666LS,45,22,23,17
BT666LT,16,7,9,6
BT666LU,23,11,12,9
BT666LW,14,7,7,4
BT666LY,*,*,*,*
BT666LZ,*,*,*,*
BT666NA,*,*,*,*
BT666ND,121,53,68,38
BT666NE,43,23,20,12
BT666NF,*,*,*,*
BT666NG,*,*,*,*
BT666NH,32,18,14,11
BT666NJ,26,15,11,11
BT666NL,53,28,25,16
BT666NN,41,19,22,12
BT666NP,123,63,60,37
BT666NQ,10,5,5,4
BT666NR,28,13,15,8
BT666NS,121,58,63,55
BT666NT,58,29,29,16
BT666NU,41,18,23,11
BT666NW,35,21,14,14
BT666NX,16,9,7,7
BT666NY,29,13,16,10
BT666NZ,126,68,58,35
BT666PA,37,15,22,9
BT666PB,22,7,15,10
BT666PD,*,*,*,*
BT666PE,25,12,13,10
BT666PF,*,*,*,*
BT666PG,49,21,28,19
BT666PH,25,12,13,11
BT666PJ,10,5,5,4
BT666PL,32,17,15,9
BT666PN,*,*,*,*
BT666PP,25,10,15,6
BT666PQ,*,*,*,*
BT666PR,31,16,15,12
BT666PS,67,35,32,21
BT666PT,93,50,43,24
BT666PW,88,44,44,27
BT666PX,38,17,21,10
BT666PY,40,21,19,12
BT666PZ,18,9,9,5
BT666QA,46,24,22,12
BT666QB,38,16,22,11
BT666QE,*,*,*,*
BT666QF,13,10,3,3
BT666QG,17,10,7,4
BT666QH,103,55,48,27
BT666QJ,56,28,28,14
BT666QL,41,22,19,12
BT666QN,31,12,19,10
BT666QP,256,136,120,85
BT666QQ,57,28,29,16
BT666QR,15,8,7,6
BT666QS,32,15,17,8
BT666QU,36,16,20,11
BT666QW,80,47,33,21
BT666QX,26,15,11,8
BT666QY,15,9,6,6
BT666QZ,17,8,9,6
BT666RD,78,32,46,26
BT666RE,16,6,10,12
BT666RN,14,9,5,4
BT666RP,50,31,19,28
BT666RR,40,19,21,11
BT666RS,24,13,11,6
BT666RT,45,21,24,11
BT666RU,40,18,22,17
BT666RW,43,18,25,14
BT666RX,19,8,11,7
BT666RY,96,43,53,37
BT666RZ,12,7,5,5
BT666SA,263,118,145,82
BT666SB,*,*,*,*
BT666SD,130,60,70,34
BT666SE,9,5,4,4
BT666SF,108,44,64,28
BT666SG,*,*,*,*
BT666SP,70,34,36,21
BT666SQ,12,7,5,4
BT666SR,73,35,38,24
BT666SS,134,67,67,50
BT666ST,*,*,*,*
BT666SX,39,16,23,12
BT666SZ,37,20,17,13
BT666TA,59,25,34,22
BT666TB,*,*,*,*
BT666TF,17,11,6,4
BT666TG,*,*,*,*
BT666WG,47,21,26,11
BT667AA,40,18,22,12
BT667AB,31,13,18,12
BT667AE,*,*,*,*
BT667AF,35,14,21,16
BT667AG,9,5,4,5
BT667AH,90,48,42,33
BT667AJ,27,14,13,11
BT667AL,36,19,17,20
BT667AN,113,59,54,54
BT667AP,28,14,14,11
BT667AQ,25,10,15,12
BT667AR,46,19,27,13
BT667AS,*,*,*,*
BT667AT,25,13,12,7
BT667AU,9,3,6,6
BT667AW,14,7,7,4
BT667AX,66,35,31,27
BT667AZ,64,29,35,20
BT667BA,39,16,23,23
BT667BB,82,44,38,37
BT667BD,62,31,31,28
BT667BE,101,51,50,33
BT667BF,22,12,10,11
BT667BH,40,19,21,22
BT667BJ,47,24,23,23
BT667BL,79,46,33,33
BT667BN,40,15,25,20
BT667BP,147,67,80,60
BT667BR,36,17,19,16
BT667BS,29,15,14,15
BT667BT,37,18,19,15
BT667BU,37,13,24,15
BT667BW,16,7,9,9
BT667BX,41,19,22,20
BT667BY,29,17,12,19
BT667BZ,31,15,16,16
BT667DA,29,15,14,14
BT667DB,46,25,21,18
BT667DD,14,10,4,11
BT667DE,*,*,*,*
BT667DF,33,15,18,16
BT667DG,33,16,17,21
BT667DH,29,12,17,12
BT667DJ,45,20,25,18
BT667DN,22,9,13,7
BT667DP,117,64,53,44
BT667DQ,50,19,31,30
BT667DR,95,37,58,51
BT667DS,13,7,6,6
BT667DT,17,9,8,10
BT667DX,30,16,14,16
BT667DY,20,10,10,8
BT667DZ,62,25,37,27
BT667EA,85,35,50,30
BT667EB,69,34,35,27
BT667EE,26,11,15,13
BT667EF,35,20,15,15
BT667EG,39,16,23,18
BT667EH,13,5,8,6
BT667EJ,67,25,42,24
BT667EL,138,68,70,51
BT667EN,36,20,16,11
BT667EP,42,20,22,17
BT667EQ,45,22,23,19
BT667ER,56,34,22,25
BT667ES,89,38,51,37
BT667ET,48,25,23,18
BT667EU,14,7,7,4
BT667EW,*,*,*,*
BT667EX,30,18,12,13
BT667EY,133,68,65,57
BT667EZ,7,4,3,4
BT667FF,203,100,103,62
BT667FG,48,21,27,19
BT667FH,6,1,5,4
BT667FJ,21,6,15,9
BT667FL,113,54,59,40
BT667FN,11,6,5,4
BT667FP,49,22,27,18
BT667FQ,10,5,5,3
BT667FR,50,22,28,18
BT667FT,18,12,6,8
BT667FX,33,16,17,13
BT667FY,74,36,38,31
BT667FZ,190,98,92,92
BT667GA,81,37,44,31
BT667GB,48,23,25,17
BT667GD,56,31,25,15
BT667GE,53,22,31,15
BT667GF,17,8,9,8
BT667GG,19,9,10,13
BT667GH,85,40,45,36
BT667GJ,62,31,31,23
BT667GL,25,14,11,9
BT667GN,5,3,2,4
BT667GP,66,34,32,18
BT667GQ,25,8,17,8
BT667GR,49,23,26,15
BT667GS,180,93,87,51
BT667GT,13,5,8,5
BT667GU,66,31,35,26
BT667GW,145,70,75,55
BT667GX,156,75,81,52
BT667GY,153,76,77,58
BT667GZ,106,47,59,46
BT667HA,120,53,67,49
BT667HB,57,33,24,27
BT667HD,52,22,30,22
BT667HE,36,20,16,11
BT667HF,69,31,38,25
BT667HG,61,30,31,25
BT667HH,102,53,49,39
BT667HJ,30,15,15,11
BT667HN,*,*,*,*
BT667HP,35,16,19,14
BT667HQ,26,11,15,10
BT667HR,246,131,115,79
BT667HS,18,11,7,6
BT667HT,11,6,5,4
BT667HU,50,22,28,21
BT667HW,30,18,12,11
BT667HX,22,10,12,11
BT667HY,29,12,17,12
BT667JA,63,35,28,22
BT667JB,*,*,*,*
BT667JD,14,8,6,4
BT667JE,9,7,2,4
BT667JF,17,9,8,8
BT667JG,79,41,38,35
BT667JH,33,19,14,11
BT667JJ,46,18,28,19
BT667JL,30,14,16,11
BT667JN,68,38,30,25
BT667JP,78,39,39,31
BT667JQ,26,12,14,10
BT667JR,27,15,12,11
BT667JT,*,*,*,*
BT667JW,53,28,25,20
BT667JX,56,26,30,26
BT667JY,7,2,5,5
BT667JZ,61,24,37,37
BT667LA,65,32,33,36
BT667LB,64,28,36,33
BT667LD,30,13,17,12
BT667LE,66,35,31,24
BT667LF,58,28,30,16
BT667LG,101,50,51,33
BT667LH,10,3,7,7
BT667LJ,34,17,17,12
BT667LL,87,42,45,31
BT667LN,134,69,65,54
BT667LP,144,77,67,52
BT667LQ,76,40,36,24
BT667LR,62,30,32,36
BT667LS,63,29,34,28
BT667LT,10,4,6,5
BT667LU,41,19,22,20
BT667LW,22,9,13,16
BT667LY,*,*,*,*
BT667LZ,82,39,43,21
BT667NA,*,*,*,*
BT667NB,35,17,18,15
BT667ND,49,27,22,14
BT667NE,72,34,38,25
BT667NF,82,43,39,26
BT667NG,77,35,42,26
BT667NH,*,*,*,*
BT667NJ,88,43,45,30
BT667NL,37,19,18,14
BT667NN,60,35,25,18
BT667NP,41,23,18,16
BT667NR,110,61,49,43
BT667NS,*,*,*,*
BT667NT,71,42,29,20
BT667NU,34,18,16,11
BT667NW,20,9,11,6
BT667NX,31,18,13,12
BT667NY,*,*,*,*
BT667NZ,41,20,21,11
BT667PA,44,23,21,16
BT667PB,24,13,11,6
BT667PD,66,34,32,19
BT667PE,32,15,17,15
BT667PF,24,11,13,14
BT667PG,39,19,20,20
BT667PH,61,34,27,18
BT667PJ,25,11,14,9
BT667PL,12,6,6,5
BT667PN,22,10,12,7
BT667PP,38,22,16,11
BT667PQ,25,14,11,10
BT667PR,39,19,20,16
BT667PS,119,63,56,43
BT667PT,18,7,11,9
BT667PU,151,72,79,44
BT667PW,40,21,19,11
BT667PX,46,26,20,19
BT667PY,56,25,31,25
BT667PZ,105,46,59,37
BT667QA,17,5,12,8
BT667QD,17,10,7,6
BT667QE,45,19,26,22
BT667QF,109,54,55,47
BT667QG,17,8,9,8
BT667QH,47,20,27,24
BT667QJ,23,11,12,16
BT667QL,47,28,19,16
BT667QN,56,32,24,20
BT667QP,32,16,16,12
BT667QQ,46,21,25,23
BT667QR,31,16,15,12
BT667QS,87,41,46,36
BT667QT,36,16,20,16
BT667QU,16,7,9,12
BT667QW,17,8,9,9
BT667QX,20,9,11,8
BT667QY,47,23,24,18
BT667QZ,17,9,8,6
BT667RA,44,23,21,19
BT667RB,21,13,8,10
BT667RD,*,*,*,*
BT667RE,17,6,11,6
BT667RG,4,1,3,4
BT667RH,27,13,14,13
BT667RL,162,83,79,62
BT667RN,37,13,24,17
BT667RP,121,60,61,46
BT667RQ,13,7,6,4
BT667RR,103,46,57,42
BT667RS,49,22,27,23
BT667RT,92,42,50,36
BT667RU,86,44,42,29
BT667RW,11,6,5,5
BT667RX,*,*,*,*
BT667RY,19,12,7,7
BT667RZ,68,36,32,27
BT667SA,12,8,4,3
BT667SB,26,14,12,10
BT667SD,41,25,16,12
BT667SE,46,23,23,14
BT667SF,22,15,7,6
BT667SG,50,24,26,17
BT667SH,23,10,13,8
BT667SJ,23,11,12,8
BT667SL,46,22,24,14
BT667SN,32,19,13,9
BT667SP,*,*,*,*
BT667SQ,48,26,22,15
BT667SR,46,26,20,13
BT667SS,*,*,*,*
BT667ST,*,*,*,*
BT667SU,182,93,89,71
BT667SW,92,46,46,38
BT667SX,58,26,32,20
BT667SY,141,67,74,52
BT667TA,56,27,29,18
BT667TB,77,38,39,28
BT667TD,20,11,9,6
BT667TE,45,25,20,16
BT667TF,85,44,41,26
BT667TG,137,69,68,47
BT667TH,62,33,29,15
BT667TJ,50,28,22,13
BT667TL,62,30,32,22
BT667TN,45,19,26,14
BT667TP,140,67,73,44
BT667TQ,12,8,4,3
BT667TR,133,64,69,45
BT667TS,23,14,9,14
BT667TT,42,18,24,24
BT667TU,44,17,27,15
BT667TW,31,16,15,10
BT667TX,16,9,7,8
BT667TY,46,24,22,14
BT667TZ,112,55,57,34
BT667UA,87,42,45,29
BT667UB,239,115,124,72
BT667UD,15,8,7,7
BT667UE,134,67,67,43
BT667UF,28,16,12,10
BT667UH,96,48,48,32
BT667UJ,8,4,4,4
BT667UL,81,38,43,35
BT667UX,48,25,23,13
BT667WD,12,7,5,4
BT667WG,*,*,*,*
BT667WH,*,*,*,*
BT667WT,*,*,*,*
BT667XA,67,35,32,21
BT667XH,38,20,18,12
BT667XY,23,10,13,13
BT668AF,42,18,24,20
BT668AG,219,116,103,60
BT668AH,*,*,*,*
BT668AL,23,12,11,9
BT668AU,12,8,4,4
BT668BB,9,3,6,4
BT668BD,*,*,*,*
BT668BE,*,*,*,*
BT668BL,9,4,5,7
BT668BQ,42,24,18,23
BT668BT,10,3,7,9
BT668BW,22,12,10,11
BT668BX,*,*,*,*
BT668BY,27,17,10,15
BT668DA,42,20,22,18
BT668DB,40,14,26,14
BT668DD,38,22,16,24
BT668DF,31,19,12,14
BT668DG,23,13,10,7
BT668DJ,87,49,38,29
BT668DL,76,33,43,40
BT668DN,*,*,*,*
BT668DP,*,*,*,*
BT668DR,39,22,17,10
BT668DS,21,14,7,16
BT668DX,21,8,13,8
BT668EA,14,8,6,7
BT668EB,*,*,*,*
BT668ED,54,28,26,34
BT668EE,82,39,43,28
BT668EF,25,12,13,20
BT668EL,35,13,22,13
BT668EP,64,29,35,25
BT668EQ,24,15,9,12
BT668ER,127,62,65,53
BT668ES,35,20,15,22
BT668ET,39,21,18,18
BT668EU,22,7,15,15
BT668EW,55,28,27,28
BT668EX,44,19,25,22
BT668EY,62,34,28,23
BT668EZ,52,27,25,25
BT668HA,56,25,31,23
BT668HB,43,21,22,20
BT668HD,33,17,16,20
BT668HE,35,22,13,26
BT668HF,29,15,14,15
BT668HG,35,15,20,22
BT668HH,67,15,52,0
BT668HJ,36,17,19,20
BT668HL,47,24,23,24
BT668HN,87,41,46,32
BT668HP,49,19,30,22
BT668HQ,22,3,19,17
BT668HR,129,62,67,57
BT668HS,168,77,91,48
BT668HT,25,10,15,14
BT668HW,106,53,53,39
BT668HX,*,*,*,*
BT668HY,96,41,55,42
BT668HZ,46,26,20,28
BT668JA,37,15,22,20
BT668JB,77,34,43,30
BT668JD,32,11,21,17
BT668JE,86,40,46,40
BT668JF,47,21,26,16
BT668JG,22,10,12,13
BT668JH,40,19,21,22
BT668JJ,22,5,17,13
BT668JL,22,8,14,10
BT668JN,45,19,26,21
BT668JP,49,22,27,27
BT668JQ,35,18,17,17
BT668JR,96,46,50,43
BT668JT,23,13,10,16
BT668JW,29,13,16,14
BT668JZ,102,43,59,38
BT668LA,49,23,26,22
BT668LB,69,35,34,28
BT668LD,23,10,13,16
BT668LE,26,12,14,11
BT668LF,17,8,9,8
BT668LG,22,13,9,10
BT668LH,40,17,23,16
BT668LN,48,26,22,19
BT668LP,13,7,6,6
BT668LQ,39,16,23,13
BT668LR,52,24,28,22
BT668LS,7,2,5,5
BT668LT,66,34,32,25
BT668LU,57,32,25,24
BT668LW,82,43,39,30
BT668LX,13,6,7,6
BT668LY,49,27,22,19
BT668LZ,73,35,38,31
BT668NA,19,12,7,12
BT668NB,6,4,2,6
BT668ND,94,43,51,36
BT668NF,79,42,37,26
BT668NG,13,6,7,7
BT668NH,62,33,29,27
BT668NJ,47,24,23,19
